orig.ident	dataset	initial_cells	MAD_constant	log_nCount_median	log_nCount_MAD	log_nCount_lower	log_nCount_upper	nCount_lower	nCount_upper	log_nFeature_median	log_nFeature_MAD	log_nFeature_lower	log_nFeature_upper	nFeature_lower	nFeature_upper	mt_qc_available	n_MT_features	percent_mt_median	percent_mt_MAD	percent_mt_MAD_upper	mt_final_cutoff	hb_cutoff
GSE222315_p4_NAT	GSE222315	6297	1.4826	8.12207437536222	0.62331767605866	6.25212134718624	11.2386627556555	518.112876099362	76012.2355177747	7.16626597413364	0.431486840654279	5.8718054521708	9.32370017740503	353.889137570999	11199.3485507881	TRUE	13	1.45538108004596	1.00017143279672	4.45589537843613	4.45589537843613	5
GSE222315_p5_BCa	GSE222315	6492	1.4826	8.41693074503696	1.00869120713572	5.39085712362981	13.4603867807155	218.391350498538	701085.659259943	7.43691181605276	0.692777594839633	5.35857903153386	10.9007997902509	211.422885668929	54218.710856261	TRUE	13	1.41748519187334	0.851840178854068	3.97300572843554	3.97300572843554	5
GSE222315_p5_NAT	GSE222315	5545	1.4826	7.82244472948932	0.45208014283681	6.46620430097889	10.0828454436734	642.038308985786	23927.9773199623	7.0057890192535	0.3365563106372	5.9961200873419	8.6885705724395	400.866557639341	5933.69296306598	TRUE	13	1.42207053469852	0.776442053007169	3.75139669372003	3.75139669372003	5
GSE222315_p6_BCa	GSE222315	4991	1.4826	8.90544431878971	0.594019517008298	7.12338576776482	11.8755419038312	1239.64386246851	143707.45437319	7.95577578153419	0.422352831137061	6.688717288123	10.0675399372195	802.291199851106	23564.5207418636	TRUE	13	1.24588285837033	0.956747904152396	4.11612657082752	4.11612657082752	5
GSE222315_p7_BCa	GSE222315	4728	1.4826	8.09879479635138	0.888104888243006	5.43448013162236	12.5393192375664	228.173677154044	279097.274620854	7.51207124583547	0.641978207733431	5.58613662263517	10.7219622845026	265.70325147879	45339.787129232	TRUE	13	1.2219326006572	1.10207537881621	4.52815873710584	4.52815873710584	5
GSE222315_p8_BCa	GSE222315	6310	1.4826	8.7898123745969	0.842611139359026	6.26197895651982	13.002868071392	523.255392850026	443683.086552283	7.74738090260661	0.562547096143977	6.05973961417468	10.5601163833265	427.263908488447	38564.6160791913	TRUE	13	0.43956043956044	0.36081006249768	1.52199062705348	1.52199062705348	5
GSE222315_p9_BCa	GSE222315	5828	1.4826	8.6562592243953	0.901632966816978	5.95136032394437	13.1644240584802	383.275723142199	521477.882314926	7.93808872689695	0.569730377310017	6.2288975949669	10.786740613447	506.196039718679	48374.1056083012	TRUE	13	2.17552594393757	2.17369807659988	8.69662017373721	8.69662017373721	5
GSM4006644_BC1	GSE135337	3135	1.4826	9.62331057957012	0.594291355610494	7.84043651273864	12.5947673576226	2540.31390764036	295009.833277597	8.15104494568502	0.345120012867764	7.11568490708173	9.87664501002384	1230.12652978686	19469.2903321381	TRUE	13	2.66414575455483	2.70411585341744	10.7764933148072	10.7764933148072	5
GSM4006645_BC2	GSE135337	4806	1.4826	8.91677434737132	0.504623809933975	7.40290291756939	11.4398933970412	1639.74045777943	92956.1020130314	7.76089319585102	0.34081543823001	6.73844688116099	9.46497038700107	843.248498836456	12898.8425777624	TRUE	13	5.35813701019127	2.04125497872527	11.4819019463671	11.4819019463671	5
GSM4006646_BC3	GSE135337	3023	1.4826	9.0980671294934	0.530371071414751	7.50695391524915	11.7499224865672	1819.65920537804	126742.734283038	7.7873820264847	0.30226048391486	6.88060057474012	9.298684446059	972.210670058579	10922.6391148573	TRUE	13	5.06288294098678	3.37089893829587	15.1755797558744	15.1755797558744	5
GSM4006647_BC4	GSE135337	4920	1.4826	8.21093973337902	0.355227215971519	7.14525808546446	9.98707581323662	1267.07855562578	21742.6233285953	7.19218205871325	0.247066014965187	6.45098401381768	8.42751213353918	632.325187028857	4570.11361456515	TRUE	13	5.44216610202393	1.77182007118652	10.7576263155835	10.7576263155835	5
GSM4006648_BC5	GSE135337	8045	1.4826	8.98029807897082	0.352212700178426	7.92365997843554	10.7413615798629	2760.86092151764	46227.9534978186	7.65728279297819	0.225860358265301	6.97970171818229	8.7865845843047	1073.59778620546	6544.83719805293	TRUE	13	3.95914764846804	1.74598353468907	9.19709825253526	9.19709825253526	5
GSM4751267_BC6	GSE135337	5863	1.4826	9.37330920025432	0.283112647779623	8.52397125691545	10.7888724391524	5033.00544286539	48477.3429048012	7.78364059622125	0.15020568942587	7.33302352794364	8.5346690433506	1529.00078574266	5087.14724035676	TRUE	13	3.95926608726187	1.10428648445802	7.27212554063593	7.27212554063593	5
GSM4751268_BC7	GSE135337	5279	1.4826	8.71899052471085	0.346791092281764	7.67861724786556	10.4529459861197	2160.62870766447	34645.2920074466	7.46164039220858	0.245247280983838	6.72589854925706	8.68787679712776	832.720779264768	5929.57704753083	TRUE	13	6.89827543114221	1.86046222397889	12.4796621030789	12.4796621030789	5
GSM5329919_BCN	GSE135337	5744	1.4826	8.45254799792271	0.458168755884859	7.07804173026813	10.743391777347	1184.64443205367	46321.902738387	7.2991214627108	0.322186534287685	6.33256185984775	8.91005413414922	561.5960414433	7405.06200829556	TRUE	13	5.30849739745396	3.85594541377404	16.8763336387761	16.8763336387761	5
HRA003620_BC-01	HRA003620	7339	1.4826	8.61776224633793	0.472173020854719	7.20124318377378	10.9786273506115	1340.09695846493	58607.0507306924	7.72223474470961	0.328700217459399	6.73613409233141	9.3657358320066	841.298186538552	11680.198144742	TRUE	37	4.47468573405605	2.13320329914035	10.8742956314771	10.8742956314771	5
HRA003620_BC-04	HRA003620	4075	1.4826	9.58183496051319	0.621352999719385	7.71777596135504	12.6885999591101	2246.95447922849	324031.778902751	8.37724123098879	0.356060060824011	7.30906104851676	10.1575415351088	1492.77394924216	25783.8279791382	TRUE	37	7.48066298342541	4.08767473954858	19.7436872020712	19.7436872020712	5
HRA003620_BC-05	HRA003620	7024	1.4826	8.90225148743194	1.16325170669406	5.41249636734977	14.7185100209022	223.190551673859	2466990.67485299	8.00252674230042	0.804707650733631	5.58840379009953	12.0260649959686	266.30859836527	167051.764396956	TRUE	37	5.22248904650959	3.97429545267259	17.1453754045274	17.1453754045274	5
HRA003620_BC-11	HRA003620	7804	1.4826	8.39671903158609	0.477039407804363	6.965600808173	10.7819160706079	1058.55131331985	48141.2799292856	7.61677580869837	0.336864296253745	6.60618291993714	9.3010972899671	738.654303739191	10949.0279742466	TRUE	37	2.50807688990694	1.23279378624135	6.206458248631	6.206458248631	5
HRA003620_BC-24	HRA003620	8336	1.4826	8.57499028568827	0.7771568130087	6.24351984666217	12.4607743507318	513.666874975755	258014.348058128	7.80220931624712	0.557262115635451	6.13042296934076	10.5885198944244	458.630529193003	39675.7199100339	TRUE	37	8.57510041811668	5.23526828885369	24.2809052846777	24.2809052846777	5
HRA003620_BC-27	HRA003620	5209	1.4826	8.89027283938025	0.665409395430081	6.89404465309	12.2173198165307	985.382936650594	202261.13164444	7.95892649305011	0.445816288309273	6.62147762812229	10.1880079345965	750.054056190336	26581.4880663537	TRUE	36	4.17931773530988	2.72937889527826	12.3674544211447	12.3674544211447	5
HRA003620_BC-30	HRA003620	9330	1.4826	8.56015688626005	0.740966033631174	6.33725878536653	12.2649870544159	564.244728620905	212135.890338151	7.77254214581918	0.506726828402192	6.2523616606126	10.3061762878301	518.237640884012	29915.8243323349	TRUE	36	3.20063501021887	2.23049221723013	9.89211166190927	9.89211166190927	5
HRA003620_NC-01	HRA003620	2021	1.4826	9.30937089543914	0.405318985867024	8.09341393783807	11.3359658247743	3271.84179792514	83780.359783326	8.04782935745784	0.243714240722382	7.31668663529069	9.26640056106975	1504.20839387869	10575.6134149829	TRUE	37	4.64682731478285	1.89519982418813	10.3324267873473	10.3324267873473	5
HRA003620_NC-04	HRA003620	6505	1.4826	9.12739345115526	0.583751484294195	7.37613899827267	12.0461508726262	1596.41024222519	170441.090461531	7.87016594646984	0.373488954524204	6.74969908289723	9.73761071909086	852.801800301843	16942.0113676175	TRUE	37	4.1564967695621	2.32772737371066	11.1396788906941	11.1396788906941	5
HRA003620_NC-05	HRA003620	6468	1.4826	8.58709224923321	0.865396984187239	5.99090129667149	12.9140771701694	398.774763263703	405986.305222201	7.6508823635698	0.568174801571648	5.94635795885486	10.491756371428	381.358235664758	36016.3617288095	TRUE	37	3.16610459783996	1.62860238698426	8.05191175879273	8.05191175879273	5
HRA003620_NC-11	HRA003620	7111	1.4826	8.65921345143667	0.523340357810721	7.0891923780045	11.2759152404903	1197.93911989508	78897.322103324	7.69302574841789	0.333708672757357	6.69189973014582	9.36156911220467	804.851699682151	11631.6271263065	TRUE	37	3.17675398976212	1.52294225592974	7.74558075755135	7.74558075755135	5
HRA003620_NC-24	HRA003620	4356	1.4826	8.99838394129576	1.07155342984774	5.78372365175254	14.3561510905345	323.967004237479	1717105.37256928	7.9206280922156	0.659238731262275	5.94291189842878	11.216821748527	380.042873790196	74370.0289033973	TRUE	37	7.16730902726571	5.14413161172034	22.5997038624267	22.5997038624267	5
HRA003620_NC-27	HRA003620	8207	1.4826	8.48528964240323	0.900137321927199	5.78487767662163	12.9859762520392	324.342240716473	436251.399181118	7.59085212368858	0.630636732455481	5.69894192632214	10.744035785966	297.551344471941	46351.7446952141	TRUE	37	5.23955628982771	3.75680251893492	16.5099638466325	16.5099638466325	5
HRA003620_NC-30	HRA003620	11490	1.4826	8.50238407061222	0.575185974921429	6.77682614584793	11.3783139452194	876.279942268132	87404.5399000874	7.54697411751653	0.395287009777274	6.3611130881847	9.5234091664029	577.890353927408	13675.1561212345	TRUE	37	3.28165794421354	1.42325104148776	7.55141106867681	7.55141106867681	5
T4091568	InhouseData	6982	1.4826	8.41227692278897	0.785162300682816	6.05679002074052	12.3380884262031	426.002565215285	228224.265373285	7.60439634879634	0.50670486292104	6.08428176003322	10.1379206634015	437.904460712167	25282.8381780975	FALSE	0	0	0	NA	NA	5
T4295396	InhouseData	6567	1.4826	8.13211877295581	0.404123234312069	6.9197490700196	10.1527349445162	1011.06600496666	25660.1882483633	7.5076900778199	0.282196738470671	6.66109986240789	8.91867377017326	780.409908048315	7469.17548764786	FALSE	0	0	0	NA	NA	5
T4380845	InhouseData	3510	1.4826	8.53934597692414	0.55932203540039	6.86137987072297	11.3359561539261	953.683498839517	83779.5495504342	7.76387128782022	0.374203236308432	6.64126157889492	9.63488746936238	765.06082982741	15287.9782101598	FALSE	0	0	0	NA	NA	5
T4398343	InhouseData	9618	1.4826	7.98718474823347	0.572702121213855	6.26907838459191	10.8506953543027	526.9905493522	51568.9983114819	7.4730690880322	0.382257437451293	6.32629677567832	9.38435627528866	558.082348175377	11899.7449179639	FALSE	0	0	0	NA	NA	5
T4450398	InhouseData	13400	1.4826	8.27461194620955	0.759087506623343	5.99734942633952	12.0700494793263	401.360891660276	174563.482454506	7.60638738977265	0.516952541919455	6.05552976401429	10.1911500993699	425.464771310725	26665.1459886038	FALSE	0	0	0	NA	NA	5
T4463209a	InhouseData	8336	1.4826	8.63914526690666	0.829330094657838	6.15115498293315	12.7857957401959	468.259060116133	357107.787129725	7.86172707782398	0.397859986860208	6.66814711724336	9.85102701212502	785.936152356077	18976.835263919	FALSE	0	0	0	NA	NA	5
T4463209b	InhouseData	5274	1.4826	8.00336283506832	0.529203099962056	6.41575353518215	10.6493783348786	610.401299669901	42165.3730357622	7.36264527041782	0.380618473664464	6.22078984942443	9.26573763874015	502.100448728753	10568.6042652961	FALSE	0	0	0	NA	NA	5
T4465219	InhouseData	12964	1.4826	8.22897764335831	0.791216749516474	5.85532739480889	12.1850613909407	348.089171329587	195840.588784802	7.64873978895624	0.5415421941535	6.02411320649574	10.3564507597237	412.274989898181	31458.326231902	FALSE	0	0	0	NA	NA	5
T4465935	InhouseData	4940	1.4826	8.48260174664662	0.582506214856116	6.73508310207827	11.3951328209272	840.413404384418	88887.0348141789	7.81136593718523	0.372007786440291	6.69534257786436	9.67140486938668	807.630905814421	15856.6112546857	FALSE	0	0	0	NA	NA	5
T4466585	InhouseData	3774	1.4826	8.26165549727229	0.984610242594204	5.30782476948968	13.1847067102433	200.910548373646	532162.850328089	7.53289092669518	0.824292499541214	5.06001342807154	11.6543534244012	156.592632474301	115190.75164783	FALSE	0	0	0	NA	NA	5
T4469479	InhouseData	5246	1.4826	8.31336192106841	0.790932842132686	5.94056339467035	12.2680261317318	379.149043162096	212781.571389807	7.56631101477246	0.557006583765408	5.89529126347624	10.3513439335995	362.322643105292	31298.078449897	FALSE	0	0	0	NA	NA	5
T4471438	InhouseData	9830	1.4826	8.1104271924578	0.548097932437055	6.46613339514663	10.8509168546431	641.992715435757	51580.4223488258	7.4846494632879	0.401466215154762	6.28025081782361	9.49198053906171	532.922564328104	13252.0174698647	FALSE	0	0	0	NA	NA	5
T8009218	InhouseData	4864	1.4826	8.07293516917059	0.829917409648274	5.58318294022577	12.222522217412	264.916657023338	203316.122198816	7.46278899264411	0.595457990650792	5.67641502069173	10.4400789458981	290.901092534606	34202.3525456904	FALSE	0	0	0	NA	NA	5
